지역,종별,의료기관명,수
남구 봉선동,의원,광주에스마취통증의학과의원,1
남구 봉선동,의원,김완혈심내과의원,1
남구 진월동,의원,희망정신건강의학과의원,1
남구 방림동,의원,홍상훈신경과의원,1
남구 주월동,의원,서울성모마취통증의학과의원,1
남구 월산동,의원,위대한내과의원,1
남구 행암동,의원,효천내과의원,1
남구 진월동,의원,이금수내과의원,1
남구 봉선동,의원,오라클피부과의원,1
남구 봉선동,의원,문신경외과의원,1
남구 봉선동,의원,더드림안과의원,1
남구 봉선동,의원,더편한내과의원,1
남구 봉선동,의원,봉선드림소아청소년과의원,1
남구 진월동,의원,압구정에이블의원,1
남구 봉선동,의원,맑은동안의원,1
남구 봉선동,의원,장이편한내과의원,1
남구 봉선동,의원,하이소아청소년과의원,1
남구 주월동,의원,달려라정형외과의원,1
남구 봉선동,의원,은석마취통증의학과의원,1
남구 월산동,의원,마음편한정신건강의학과의원,1
남구 봉선동,의원,마음나눔 정신건강의학과의원,1
남구 월산동,의원,베스트비뇨기과의원,1
남구 월산동,의원,베스트안과의원,1
남구 봉선동,의원,그린여성의원,1
남구 진월동,의원,신세계웰빙의원,1
남구 봉선동,의원,더힐이비인후과의원,1
남구 진월동,의원,물빛피부과의원,1
남구 월산동,의원,우리정신건강의학과의원,1
남구 진월동,의원,아이나래정신건강의학과의원,1
남구 양림동,의원,양림의원,1
남구 백운동,의원,비타민가정의학과의원,1
남구 진월동,의원,호두정형외과의원,1
남구 행암동,의원,리리의원,1
남구 봉선동,의원,튼튼정형외과의원,1
남구 봉선동,의원,플로리다의원,1
남구 주월동,의원,주노필의원,1
남구 월산동,의원,알파마취통증의학과의원,1
남구 백운동,의원,늘편안의원,1
남구 방림동,의원,휴가정의학과의원,1
남구 진월동,의원,예스마취통증의학과의원,1
남구 월산동,의원,BMF의원,1
남구 봉선동,의원,숨편한이비인후과의원,1
남구 진월동,의원,힐링연합의원,1
남구 봉선동,의원,김영조피부과의원,1
남구 진월동,의원,아이안과의원,1
남구 진월동,의원,러브미여성의원,1
남구 진월동,의원,상쾌한이비인후과의원,1
남구 진월동,의원,박래영재활의학과의원,1
남구 노대동,의원,솔가정의학과의원,1
남구 방림동,의원,삼성연합의원,1
남구 봉선동,의원,조은안과의원,1
남구 진월동,의원,친절한신경외과의원,1
남구 노대동,의원,진월연합소아청소년과의원,1
남구 노대동,의원,탑가정의학과의원,1
남구 지석동,의원,대촌서암의원,1
남구 봉선동,의원,드림이비인후과의원,1
남구 봉선동,의원,메디플라워비뇨기과의원,1
남구 진월동,의원,조민석내과의원,1
남구 봉선동,의원,아름다운피부과의원,1
남구 진월동,의원,진아름다운피부과의원,1
남구 진월동,의원,테라필의원,1
남구 월산동,의원,삼성정맥마취통증의학과의원,1
남구 봉선동,의원,유대항외과의원,1
남구 봉선동,의원,조은영산부인과의원,1
남구 월산동,의원,이성채이비인후과의원,1
남구 봉선동,의원,효정형외과의원,1
남구 주월동,의원,클로아의원,1
남구 봉선동,의원,다사랑의원,1
남구 진월동,의원,이상철이비인후과의원,1
남구 진월동,의원,한중의원,1
남구 진월동,의원,애경여성의원,1
남구 봉선동,의원,굿모닝내과의원,1
남구 진월동,의원,하나로신경과의원,1
남구 월산동,의원,우리산부인과의원,1
남구 방림동,의원,다나의원,1
남구 월산동,의원,베스트마취통증의학과의원,1
남구 주월동,의원,권오성의원,1
남구 진월동,의원,밝은내과의원,1
남구 월산동,의원,베스트이비인후과의원,1
남구 월산동,의원,김성희내과의원,1
남구 방림동,의원,포유병리과의원,1
남구 월산동,의원,고희관내과의원,1
남구 봉선동,의원,참사랑가정의학과의원,1
남구 봉선동,의원,메디플라워내과의원,1
남구 진월동,의원,삼선의원,1
남구 봉선동,의원,김경호내과의원,1
남구 백운동,의원,오민석신경외과의원,1
남구 진월동,의원,대한가정의학과의원,1
남구 양림동,의원,이가정의학과의원,1
남구 사동,의원,최승택마취통증의학과의원,1
남구 서동,의원,안영주내과의원,1
남구 월산동,의원,무등가정의학과의원,1
남구 월산동,의원,오재선내과의원,1
남구 월산동,의원,서울내과의원,1
남구 월산동,의원,광주신경외과의원,1
남구 월산동,의원,민상식정형외과의원,1
남구 주월동,의원,참빛안과의원,1
남구 월산동,의원,박세종내과의원,1
남구 백운동,의원,양승진내과의원,1
남구 봉선동,의원,정내과의원,1
남구 봉선동,의원,신이비인후과의원,1
남구 월산동,의원,양동희내과의원,1
남구 주월동,의원,위생내과의원,1
남구 백운동,의원,소망외과의원,1
남구 월산동,의원,전준열피부과의원,1
남구 주월동,의원,반이비인후과의원,1
남구 방림동,의원,연합의원,1
남구 주월동,의원,오평이비인후과의원,1
남구 봉선동,의원,김강호소아청소년과의원,1
남구 주월동,의원,류비뇨기과의원,1
남구 백운동,의원,정맹환정신건강의학과의원,1
남구 주월동,의원,한양연합의원,1
남구 봉선동,의원,사단법인인구보건복지협회광주전남지회가족보건의원,1
남구 백운동,의원,이덕웅소아청소년과의원,1
남구 양림동,의원,김성봉외과의원,1
북구 두암동,의원,광주탑안과의원,1
북구 운암동,의원,늘봄피부과의원,1
북구 신용동,의원,굿이브닝의원,1
북구 용두동,의원,나이스원의원,1
북구 운암동,의원,북광주의원,1
북구 두암동,의원,박승욱내과의원,1
북구 운암동,의원,건강한내과의원,1
북구 두암동,의원,바른김동은신경과의원,1
북구 용봉동,의원,용봉탑마취통증의학과의원,1
북구 두암동,의원,두암참좋은내과의원,1
북구 두암동,의원,두암팔팔정형외과의원,1
북구 운암동,의원,닥터지의원,1
북구 일곡동,의원,일곡88정형외과의원,1
북구 신용동,의원,리움여성의원,1
북구 운암동,의원,수신경과의원,1
북구 운암동,의원,힘내라정형외과의원,1
북구 동림동,의원,좋은내과의원,1
북구 운암동,의원,로아산부인과의원,1
북구 매곡동,의원,화목한정신건강의학과의원,1
북구 용두동,의원,뉴스타정형외과의원,1
북구 문흥동,의원,문흥효자정형외과의원,1
북구 운암동,의원,조형준재활의학과의원,1
북구 매곡동,의원,탄탄정형외과의원,1
북구 매곡동,의원,오케이재활의학과의원,1
북구 일곡동,의원,일곡정신건강의학과의원,1
북구 일곡동,의원,신나는의원,1
북구 우산동,의원,정인철가정의학과의원,1
북구 용두동,의원,위드유소아청소년과의원,1
북구 용두동,의원,텐텐마취통증의학과의원,1
북구 신안동,의원,행복한의원,1
북구 운암동,의원,빛고을재활의학과의원,1
북구 두암동,의원,무등신경외과의원,1
북구 두암동,의원,소문난비뇨의학과의원,1
북구 우산동,의원,신나라의원,1
북구 운암동,의원,따뜻한내과의원,1
북구 운암동,의원,허바킴의원,1
북구 우산동,의원,말바우내과재활의학과의원,1
북구 신용동,의원,올리브소아청소년과의원,1
북구 두암동,의원,두암성실의원,1
북구 운암동,의원,서지연소아청소년과의원,1
북구 오치동,의원,기찬21의원,1
북구 용두동,의원,블레스유외과의원,1
북구 용두동,의원,양산맑은이비인후과의원,1
북구 두암동,의원,건강드림내과의원,1
북구 두암동,의원,123내과의원,1
북구 문흥동,의원,늘푸른연합의원,1
북구 양산동,의원,바른정형외과의원,1
북구 두암동,의원,베스트피부과의원,1
북구 운암동,의원,기린마취통증의학과의원,1
북구 양산동,의원,맑은숨우리내과의원,1
북구 신안동,의원,프라임의원,1
북구 두암동,의원,라온내과의원,1
북구 매곡동,의원,마스터의원,1
북구 연제동,의원,반내과의원,1
북구 용봉동,의원,참조은내과의원,1
북구 두암동,의원,굿닥터의원,1
북구 신용동,의원,손정신건강의학과의원,1
북구 두암동,의원,두암연세연합의원,1
북구 두암동,의원,최정형외과의원,1
북구 양산동,의원,뿌리연합의원,1
북구 오치동,의원,행복을주는 가정의학과의원,1
북구 양산동,의원,청춘의원,1
북구 문흥동,의원,사랑나무의료소비자생활협동조합 사랑의의원,1
북구 양산동,의원,눈에빛안과의원,1
북구 오치동,의원,우리들의원,1
북구 운암동,의원,한빛정신건강의학과의원,1
북구 두암동,의원,예쁜소아청소년과의원,1
북구 운암동,의원,운암미소의원,1
북구 우산동,의원,임원섭내과의원,1
북구 양산동,의원,마디정형외과의원,1
북구 양산동,의원,밸런스의원,1
북구 매곡동,의원,하이재활의학과의원,1
북구 연제동,의원,탑팀재활의학과의원,1
북구 용두동,의원,참편한마취통증의학과의원,1
북구 두암동,의원,미모의원,1
북구 신용동,의원,아이생각소아청소년과의원,1
북구 두암동,의원,다나수의원,1
북구 오룡동,의원,에이스병리과의원,1
북구 두암동,의원,참고은피부과의원,1
북구 본촌동,의원,박일구내과의원,1
북구 두암동,의원,제일튼튼의원,1
북구 양산동,의원,삼성탑내과의원,1
북구 신용동,의원,은혜마취통증의학과의원,1
북구 양산동,의원,오라클피부과의원,1
북구 운암동,의원,동서하나로의원,1
북구 본촌동,의원,허리케인의원,1
북구 신용동,의원,이지에이피부과의원,1
북구 우산동,의원,누가의원,1
북구 매곡동,의원,조은택내과의원,1
북구 매곡동,의원,마디척의원,1
북구 신용동,의원,라인의원,1
북구 누문동,의원,맑은머리김동욱신경과의원,1
북구 신용동,의원,미코이비인후과의원,1
북구 오치동,의원,오치오케이정형외과의원,1
북구 신용동,의원,첨단베스트내과의원,1
북구 신용동,의원,김준성이비인후과의원,1
북구 두암동,의원,한길마취통증의학과의원,1
북구 신용동,의원,첨단대항외과의원,1
북구 두암동,의원,참조은안과의원,1
북구 운암동,의원,리안의원,1
북구 운암동,의원,OK의원,1
북구 용두동,의원,광주내과의원,1
북구 중흥동,의원,차만진가정의학과의원,1
북구 누문동,의원,광주헬스케어의원,1
북구 본촌동,의원,시원한정형외과의원,1
북구 운암동,의원,다올이비인후과의원,1
북구 운암동,의원,한빛안과의원,1
북구 운암동,의원,허(Her)산부인과의원,1
북구 용봉동,의원,오케이현대의원,1
북구 운암동,의원,아이숲소아청소년과의원,1
북구 용봉동,의원,굿페이스의원,1
북구 문흥동,의원,코코이비인후과의원,1
북구 매곡동,의원,장엔조은내과의원,1
북구 신안동,의원,에이치(H)메디컬의원,1
북구 매곡동,의원,위대항외과의원,1
북구 신용동,의원,첨단가족연합의원,1
북구 운암동,의원,베스트마취통증의학과의원,1
북구 운암동,의원,의료법인녹십자의료재단광주녹십자의원,1
북구 우산동,의원,동부정형외과의원,1
북구 운암동,의원,드림정형외과의원,1
북구 우산동,의원,고운빛안과의원,1
북구 운암동,의원,오성훈피부과의원,1
북구 양산동,의원,양산보람산부인과의원,1
북구 매곡동,의원,수연합의원,1
북구 운암동,의원,김해송이비인후과의원,1
북구 두암동,의원,샤인성형외과의원,1
북구 각화동,의원,미소의원,1
북구 운암동,의원,운암이비인후과의원,1
북구 본촌동,의원,최종선이비인후과의원,1
북구 일곡동,의원,현소아청소년과의원,1
북구 매곡동,의원,참좋은피부과의원,1
북구 양산동,의원,화인가정의학과의원,1
북구 문흥동,의원,열린의원,1
북구 두암동,의원,사랑내과의원,1
북구 각화동,의원,하수호마취통증의학과의원,1
북구 오치동,의원,서울정형외과의원,1
북구 두암동,의원,곽내과의원,1
북구 우산동,의원,나눔재활의학과의원,1
북구 매곡동,의원,우리들의원,1
북구 매곡동,의원,송향산부인과의원,1
북구 매곡동,의원,광주속편한내과의원,1
북구 풍향동,의원,광주탑내과의원,1
북구 두암동,의원,효성연합의원,1
북구 양산동,의원,연제우리들의원,1
북구 양산동,의원,우리마취통증의학과의원,1
북구 양산동,의원,윤비뇨기과의원,1
북구 동림동,의원,현대연합의원,1
북구 풍향동,의원,한빛마취통증의학과의원,1
북구 우산동,의원,임비뇨기과의원,1
북구 일곡동,의원,임명수내과의원,1
북구 매곡동,의원,(의) 열린의료재단 한마음의원,1
북구 운암동,의원,국내과의원,1
북구 일곡동,의원,소망내과의원,1
북구 문흥동,의원,바른안과의원,1
북구 우산동,의원,권갑수마취통증의학과의원,1
북구 두암동,의원,표경식정신건강의학과의원,1
북구 문흥동,의원,참조은가정의학과의원,1
북구 용봉동,의원,우리연합의원,1
북구 중흥동,의원,몸&마음마취통증의학과의원,1
북구 오치동,의원,삼각연합의원,1
북구 매곡동,의원,밝은안과21의원,1
북구 매곡동,의원,한빛신경외과의원,1
북구 용봉동,의원,안이비인후과의원,1
북구 중흥동,의원,양대현내과의원,1
북구 매곡동,의원,한솔내과의원,1
북구 매곡동,의원,21세기비뇨기과의원,1
북구 문흥동,의원,한양재활의학과의원,1
북구 매곡동,의원,김계혁내과의원,1
북구 우산동,의원,빛고을이비인후과의원,1
북구 오치동,의원,장수연합의원,1
북구 풍향동,의원,광주탑정형외과의원,1
북구 운암동,의원,새하나의원,1
북구 오치동,의원,해맑은정신건강의학과의원,1
북구 문흥동,의원,중앙의원,1
북구 문흥동,의원,한사랑가정의학과의원,1
북구 각화동,의원,동광주내과의원,1
북구 우산동,의원,제일정신건강의학과의원,1
북구 일곡동,의원,이강덕이비인후과의원,1
북구 두암동,의원,두암내과의원,1
북구 일곡동,의원,밝은피부과의원,1
북구 삼각동,의원,좋은가정의학과의원,1
북구 운암동,의원,맑은피부과의원,1
북구 두암동,의원,제일의원,1
북구 운암동,의원,더나은마취통증의학과의원,1
북구 풍향동,의원,백림가정의원,1
북구 문흥동,의원,대영피부과의원,1
북구 운암동,의원,장의수재활의학과의원,1
북구 일곡동,의원,푸른가정의학과의원,1
북구 일곡동,의원,일곡정형외과의원,1
북구 운암동,의원,참사랑정신건강의학과의원,1
북구 두암동,의원,무등정신건강의학과의원,1
북구 문흥동,의원,속이편한내과의원,1
북구 일곡동,의원,박정희산부인과의원,1
북구 운암동,의원,이홍규내과의원,1
북구 양산동,의원,양산연합의원,1
북구 운암동,의원,맑은눈안과의원,1
북구 오치동,의원,신철마취통증의학과의원,1
북구 두암동,의원,닥터스마취통증의학과의원,1
북구 두암동,의원,365열린가정의원,1
북구 양산동,의원,박이비인후과의원,1
북구 용두동,의원,진내과의원,1
북구 용봉동,의원,진가정의학과의원,1
북구 두암동,의원,김봉운재활의학과의원,1
북구 일곡동,의원,이승배내과의원,1
북구 우산동,의원,진제통의원,1
북구 문흥동,의원,심비뇨기과의원,1
북구 각화동,의원,오가정의학과의원,1
북구 문흥동,의원,기장도내과의원,1
북구 용봉동,의원,제일가정의학과의원,1
북구 신용동,의원,김의원,1
북구 신안동,의원,광주연합내과의원,1
북구 운암동,의원,조규웅내과의원,1
북구 동림동,의원,동림가정의학과의원,1
북구 운암동,의원,최경상내과의원,1
북구 문흥동,의원,정가는의원,1
북구 일곡동,의원,국태진이비인후과의원,1
북구 양산동,의원,선내과의원,1
북구 운암동,의원,장은주산부인과의원,1
북구 오치동,의원,장가정의학과의원,1
북구 운암동,의원,고운피부과의원,1
북구 우산동,의원,현대남선비뇨기과의원,1
북구 오치동,의원,이명곤내과의원,1
북구 운암동,의원,대한외과의원,1
북구 우산동,의원,양정신건강의학과의원,1
북구 동림동,의원,홍성호가정의학과의원,1
북구 우산동,의원,무등이비인후과의원,1
북구 두암동,의원,정가정의학과의원,1
북구 오치동,의원,유병전내과의원,1
북구 문흥동,의원,정내과의원,1
북구 풍향동,의원,고천석정신건강의학과의원,1
북구 우산동,의원,무등안과의원,1
북구 오치동,의원,류호정내과의원,1
북구 문흥동,의원,무등외과의원,1
북구 문흥동,의원,강신주내과의원,1
북구 문흥동,의원,최사영소아과의원,1
북구 우산동,의원,김봉주비뇨기과의원,1
북구 중흥동,의원,권희식내과의원,1
북구 우산동,의원,김형원내과의원,1
북구 두암동,의원,동문외과의원,1
북구 두암동,의원,임동명이비인후과의원,1
북구 두암동,의원,조정곤내과의원,1
북구 운암동,의원,김상도내과의원,1
북구 두암동,의원,한독정형외과의원,1
북구 운암동,의원,이화산부인과의원,1
북구 일곡동,의원,이평택안과의원,1
북구 운암동,의원,민비뇨기과의원,1
북구 운암동,의원,양효구외과의원,1
북구 유동,의원,문철훈신경정신과의원,1
북구 오치동,의원,장원준이비인후과의원,1
북구 동림동,의원,구승룡이비인후과의원,1
북구 운암동,의원,조순흠이비인후과의원,1
북구 운암동,의원,홍경표내과의원,1
북구 두암동,의원,김현옥산부인과의원,1
북구 문흥동,의원,조성운이비인후과의원,1
북구 우산동,의원,허윤내과의원,1
북구 두암동,의원,윤이호의원,1
북구 풍향동,의원,조병권내과의원,1
북구 풍향동,의원,한독내과의원,1
북구 우산동,의원,그린피부과의원,1
북구 운암동,의원,문재선내과의원,1
북구 운암동,의원,조성일산부인과의원,1
북구 유동,의원,천주의성요한의원,1
북구 동림동,의원,오현주의원,1
북구 임동,의원,삼일의원,1
북구 유동,의원,김광록외과의원,1
광산구 우산동,의원,비엘의원,1
광산구 수완동,의원,청춘신경과의원,1
광산구 장덕동,의원,오라클피부과의원,1
광산구 우산동,의원,유경완내과의원,1
광산구 하남동,의원,하남우리이비인후과의원,1
광산구 쌍암동,의원,장정환외과의원,1
광산구 월곡동,의원,월곡고려의원,1
광산구 수완동,의원,가슴튼튼내과의원,1
광산구 장덕동,의원,스마일내과의원,1
광산구 우산동,의원,우리동네의원,1
광산구 송정동,의원,현가정의학과의원,1
광산구 신가동,의원,신가우리내과의원,1
광산구 수완동,의원,수완탑정형외과의원,1
광산구 우산동,의원,근로복지공단 광주의원,1
광산구 월계동,의원,빛고을정형외과의원,1
광산구 운남동,의원,그레이스여성의원,1
광산구 수완동,의원,수완탑내과의원,1
광산구 우산동,의원,천재활의학과의원,1
광산구 선암동,의원,하이코코이비인후과의원,1
광산구 운남동,의원,윤정신건강의학과의원,1
광산구 도산동,의원,든든한송도의원,1
광산구 신창동,의원,나정엽재활의학과의원,1
광산구 장덕동,의원,하하호호마취통증의학과의원,1
광산구 월계동,의원,셀피부과의원,1
광산구 송정동,의원,행복의원,1
광산구 송정동,의원,서울탑내과의원,1
광산구 쌍암동,의원,첨단밝은얼굴피부과의원,1
광산구 송정동,의원,송정성심정형외과의원,1
광산구 선암동,의원,다솜소아청소년과의원,1
광산구 쌍암동,의원,첨단우덕수내과의원,1
광산구 쌍암동,의원,한비뇨기과의원,1
광산구 쌍암동,의원,일등정형외과의원,1
광산구 수완동,의원,하이맨비뇨의학과의원,1
광산구 송정동,의원,튼튼마취통증의학과의원,1
광산구 장덕동,의원,청담리브의원,1
광산구 산정동,의원,김미정소아청소년과의원,1
광산구 신가동,의원,바른내과의원,1
광산구 우산동,의원,참편한내과의원,1
광산구 운남동,의원,한사랑비뇨의학과의원,1
광산구 우산동,의원,시원한마취통증의학과의원,1
광산구 월계동,의원,이봉규내과의원,1
광산구 쌍암동,의원,첨단메디케어의원,1
광산구 하남동,의원,이연정신건강의학과의원,1
광산구 하남동,의원,더편한정형외과의원,1
광산구 수완동,의원,피어랑의원,1
광산구 수완동,의원,세가지소원의원,1
광산구 운남동,의원,운남으랏차마취통증의학과의원,1
광산구 수완동,의원,수완SW의원,1
광산구 송정동,의원,송정마취통증의학과의원,1
광산구 송정동,의원,최고안과의원,1
광산구 신창동,의원,늘편한내과의원,1
광산구 우산동,의원,5튼튼의원,1
광산구 장덕동,의원,웰의원,1
광산구 수완동,의원,바른안과의원,1
광산구 월계동,의원,첨단은내과의원,1
광산구 비아동,의원,비아연합내과의원,1
광산구 장덕동,의원,금강신경외과의원,1
광산구 산정동,의원,더드림내과의원,1
광산구 수완동,의원,퍼스트이비인후과의원,1
광산구 수완동,의원,JM의원,1
광산구 수완동,의원,서울위드유외과의원,1
광산구 운남동,의원,뉴코끼리튼튼의원,1
광산구 장덕동,의원,휴정신건강의학과의원,1
광산구 장덕동,의원,시원외과의원,1
광산구 월곡동,의원,행복플러스의원,1
광산구 우산동,의원,수내과의원,1
광산구 장덕동,의원,웰정신건강의학과의원,1
광산구 선암동,의원,이지안소아청소년과의원,1
광산구 운남동,의원,행복한이비인후과의원,1
광산구 선암동,의원,드림아이내과의원,1
광산구 장덕동,의원,세계로비뇨의학과의원,1
광산구 수완동,의원,본내과의원,1
광산구 장덕동,의원,미앤메디의원,1
광산구 신창동,의원,잘본정형외과의원,1
광산구 월곡동,의원,수피부과의원,1
광산구 월계동,의원,굿모닝비뇨기과의원,1
광산구 수완동,의원,비쥬여성산부인과의원,1
광산구 하산동,의원,복음기독의원,1
광산구 월곡동,의원,생생마취통증의학과의원,1
광산구 장덕동,의원,박지현산부인과의원,1
광산구 월계동,의원,강남더원의원,1
광산구 수완동,의원,뷰티라인의원,1
광산구 송정동,의원,새하얀피부과의원,1
광산구 장덕동,의원,플러스내과영상의학과의원,1
광산구 월곡동,의원,행복나눔가정의학과의원,1
광산구 우산동,의원,휴편한연합의원,1
광산구 운남동,의원,박주형내과의원,1
광산구 월계동,의원,케이알의원,1
광산구 수완동,의원,위드정신건강의학과의원,1
광산구 장덕동,의원,수완하얀피부과의원,1
광산구 쌍암동,의원,첨단제일의원,1
광산구 도산동,의원,희망찬가정의학과의원,1
광산구 장덕동,의원,베스트이비인후과의원,1
광산구 장덕동,의원,수안과의원,1
광산구 수완동,의원,미래항외과의원,1
광산구 신가동,의원,어등산가정의학과의원,1
광산구 비아동,의원,아나파의원,1
광산구 신가동,의원,더고은선의원,1
광산구 송정동,의원,건강미현대웰빙의원,1
광산구 신창동,의원,한결내과의원,1
광산구 장덕동,의원,그린필소아청소년과의원,1
광산구 수완동,의원,케이스타의원,1
광산구 송정동,의원,한마음마취통증의학과의원,1
광산구 장덕동,의원,센텀이비인후과의원,1
광산구 월계동,의원,첨단정가정의학과의원,1
광산구 월계동,의원,첨단미즈여성의원,1
광산구 수완동,의원,밝은얼굴피부과의원,1
광산구 장덕동,의원,베스트가정의학과의원,1
광산구 수완동,의원,더블유소아청소년과의원,1
광산구 수완동,의원,큰별소아청소년과의원,1
광산구 수완동,의원,비쥬여성의원,1
광산구 수완동,의원,최원내과의원,1
광산구 월곡동,의원,명안과의원,1
광산구 월계동,의원,고은미래의원,1
광산구 수완동,의원,닥터지의원,1
광산구 운남동,의원,박종귀신경과의원,1
광산구 우산동,의원,광주비뇨기과의원,1
광산구 신가동,의원,김정은산부인과의원,1
광산구 도산동,의원,성심의원,1
광산구 하남동,의원,첨단박유환내과의원,1
광산구 송정동,의원,실로암의원,1
광산구 송정동,의원,임신경외과의원,1
광산구 신가동,의원,양한모이비인후과의원,1
광산구 쌍암동,의원,첨단즐거운내과의원,1
광산구 운남동,의원,하나의원,1
광산구 신창동,의원,연우가정의학과의원,1
광산구 쌍암동,의원,밝은미래안과의원,1
광산구 쌍암동,의원,첨단현대이비인후과의원,1
광산구 신창동,의원,정해율키즈엔젤소아청소년과의원,1
광산구 송정동,의원,신세화산부인과의원,1
광산구 신창동,의원,퀸즈산부인과의원,1
광산구 임곡동,의원,연세의원,1
광산구 신창동,의원,하얀피부과의원,1
광산구 월계동,의원,보라안과의원,1
광산구 신창동,의원,백준이비인후과의원,1
광산구 우산동,의원,수가정의학과의원,1
광산구 도산동,의원,기독가정의학과의원,1
광산구 신창동,의원,한결신경외과의원,1
광산구 소촌동,의원,전용범정형외과의원,1
광산구 신창동,의원,유이비인후과의원,1
광산구 월계동,의원,맨앤우먼의원,1
광산구 신창동,의원,현대소아청소년과의원,1
광산구 월계동,의원,미래통증의학과의원,1
광산구 월계동,의원,임현정산부인과의원,1
광산구 신가동,의원,최성란산부인과의원,1
광산구 월계동,의원,속편한내과의원,1
광산구 운남동,의원,밝은임안과의원,1
광산구 송정동,의원,탑이비인후과의원,1
광산구 월곡동,의원,명비뇨기과의원,1
광산구 월계동,의원,신안의원,1
광산구 송정동,의원,송정베스트의원,1
광산구 운남동,의원,베스트정형외과의원,1
광산구 소촌동,의원,소촌연합의원,1
광산구 송정동,의원,효통증의학과의원,1
광산구 월계동,의원,코코이비인후과의원,1
광산구 송정동,의원,이내과의원,1
광산구 월곡동,의원,김재준이비인후과의원,1
광산구 월곡동,의원,박내과의원,1
광산구 월곡동,의원,이지산부인과의원,1
광산구 월곡동,의원,미래여성산부인과의원,1
광산구 흑석동,의원,사)대한산업보건협회부설전남의원,1
광산구 운남동,의원,목화산부인과의원,1
광산구 월계동,의원,우리소아청소년과의원,1
광산구 송정동,의원,정승문내과의원,1
광산구 월계동,의원,가족건강의원,1
광산구 소촌동,의원,박가정의학과의원,1
광산구 월곡동,의원,키큰나무소아청소년과의원,1
광산구 월계동,의원,미모아피부과의원,1
광산구 신가동,의원,나한조이비인후과의원,1
광산구 운남동,의원,기쁨소아청소년과의원,1
광산구 운남동,의원,하나로이비인후과의원,1
광산구 운남동,의원,운남푸른소아청소년과의원,1
광산구 신가동,의원,소망의원,1
광산구 신가동,의원,한빛내과의원,1
광산구 우산동,의원,건강가정의학과의원,1
광산구 월곡동,의원,이하린의원,1
광산구 운남동,의원,양주열내과의원,1
광산구 쌍암동,의원,복음안과의원,1
광산구 쌍암동,의원,강내과의원,1
광산구 쌍암동,의원,강피부과의원,1
