지역,종별,의료기관명,수
북구 두암동,치과의원,정태환치과의원,1
북구 두암동,치과의원,김정태치과의원,1
북구 운암동,치과의원,정담치과의원,1
북구 오치동,치과의원,모재형치과의원,1
북구 풍향동,치과의원,연합치과의원,1
북구 운암동,치과의원,미보치과의원,1
북구 오치동,치과의원,서산치과의원,1
북구 우산동,치과의원,장용성치과의원,1
북구 두암동,치과의원,손철용치과의원,1
북구 임동,치과의원,서림치과의원,1
북구 중흥동,치과의원,한결치과의원,1
북구 유동,치과의원,이강범치과의원,1
북구 문흥동,치과의원,에덴치과의원,1
북구 임동,치과의원,이건웅치과의원,1
북구 문흥동,치과의원,반석치과의원,1
북구 오치동,치과의원,정치과의원,1
북구 중흥동,치과의원,김형재치과의원,1
북구 중흥동,치과의원,한솔치과의원,1
북구 용봉동,치과의원,새현대치과의원,1
북구 우산동,치과의원,배웅치과의원,1
북구 운암동,치과의원,강치과의원,1
북구 우산동,치과의원,이상치과의원,1
북구 누문동,치과의원,무등치과의원,1
북구 중흥동,치과의원,박진영치과의원,1
광산구 쌍암동,치과의원,자이치과의원,1
광산구 장덕동,치과의원,치우치과의원,1
광산구 운남동,치과의원,박상훈치과의원,1
광산구 장덕동,치과의원,서울수완치과의원,1
광산구 우산동,치과의원,하남하트치과의원,1
광산구 선암동,치과의원,큰사랑치과의원,1
광산구 수완동,치과의원,수완꾸러기치과의원,1
광산구 수완동,치과의원,서울우리아이치과의원,1
광산구 월계동,치과의원,활짝웃는치과교정과치과의원,1
광산구 우산동,치과의원,지플란트치과의원,1
광산구 수완동,치과의원,수완미소치과의원,1
광산구 장덕동,치과의원,백상배치과교정과치과의원,1
광산구 우산동,치과의원,함께하는대덕치과의원,1
광산구 송정동,치과의원,송정수치과의원,1
광산구 신가동,치과의원,새신가치과의원,1
광산구 신가동,치과의원,더산뜻치과의원,1
광산구 수완동,치과의원,참바른치과교정과치과의원,1
광산구 수완동,치과의원,수완스타치과의원,1
광산구 하남동,치과의원,슬기롭고아름다운치과교정과치과의원,1
광산구 송정동,치과의원,송정사랑치과의원,1
광산구 산정동,치과의원,시원치과의원,1
광산구 신창동,치과의원,김현우치과의원,1
광산구 송정동,치과의원,송정아가페치과의원,1
광산구 송정동,치과의원,동그라미치과의원,1
광산구 쌍암동,치과의원,첨단윤치과의원,1
광산구 월계동,치과의원,상쾌한치과의원,1
광산구 신창동,치과의원,신창치과의원,1
광산구 월계동,치과의원,조아영치과의원,1
광산구 쌍암동,치과의원,미바른이치과교정과치과의원,1
광산구 쌍암동,치과의원,메디케어치과의원,1
광산구 우산동,치과의원,기분좋은 치과의원,1
광산구 하남동,치과의원,에이스치과의원,1
광산구 송정동,치과의원,송정윤치과의원,1
광산구 월계동,치과의원,이룸치과의원,1
광산구 송정동,치과의원,노기표치과의원,1
광산구 송정동,치과의원,본이좋은치과의원,1
광산구 비아동,치과의원,다나치과의원,1
광산구 하남동,치과의원,세정치과의원,1
광산구 우산동,치과의원,밝을明치과의원,1
광산구 흑석동,치과의원,크라운치과의원,1
광산구 수완동,치과의원,하나내아이치과의원,1
광산구 신가동,치과의원,늘푸른미치과의원,1
광산구 수완동,치과의원,광주365치과의원,1
광산구 수완동,치과의원,본치과의원,1
광산구 선암동,치과의원,아이오치과의원,1
광산구 선암동,치과의원,퍼스트치과의원,1
광산구 운남동,치과의원,한사랑플란트치과의원,1
광산구 선암동,치과의원,선운치과의원,1
광산구 수완동,치과의원,자연이사랑치과의원,1
광산구 옥동,치과의원,평동치과의원,1
광산구 하남동,치과의원,미담치과의원,1
광산구 수완동,치과의원,스페셜치과의원,1
광산구 장덕동,치과의원,더편한치과의원,1
광산구 흑석동,치과의원,캘리포니아치과의원,1
광산구 신창동,치과의원,강남웰치과의원,1
광산구 장덕동,치과의원,비전치과의원,1
광산구 신창동,치과의원,연세세브란스치과의원,1
광산구 신창동,치과의원,홍치과의원,1
광산구 신가동,치과의원,큰별치과의원,1
광산구 월계동,치과의원,첨단사랑치과의원,1
광산구 수완동,치과의원,선이고운치과교정과치과의원,1
광산구 흑석동,치과의원,수완반석치과의원,1
광산구 월곡동,치과의원,하남노블치과의원,1
광산구 흑석동,치과의원,나무치과의원,1
광산구 우산동,치과의원,조은치과의원,1
광산구 소촌동,치과의원,숲&나무치과의원,1
광산구 수완동,치과의원,프리미엄치과의원,1
광산구 장덕동,치과의원,하이치과의원,1
광산구 신가동,치과의원,좋은이웃치과의원,1
광산구 장덕동,치과의원,탑스치과의원,1
광산구 운남동,치과의원,광산미래아동치과의원,1
광산구 신가동,치과의원,으뜸치과의원,1
광산구 월곡동,치과의원,운남가족치과의원,1
광산구 도산동,치과의원,우리연치과의원,1
광산구 장덕동,치과의원,오복어린이치과의원,1
광산구 수완동,치과의원,아름드리치과의원,1
광산구 장덕동,치과의원,대학치과의원,1
광산구 장덕동,치과의원,하늘수치과의원,1
광산구 수완동,치과의원,미소림치과의원,1
광산구 신창동,치과의원,이벗치과의원,1
광산구 산정동,치과의원,하남퍼스트치과의원,1
광산구 신가동,치과의원,흰돌치과의원,1
광산구 신가동,치과의원,한결치과의원,1
광산구 장덕동,치과의원,리더스치과의원,1
광산구 비아동,치과의원,비아치과의원,1
광산구 산정동,치과의원,이안치과의원,1
광산구 수완동,치과의원,수완노블치과의원,1
광산구 하남동,치과의원,플러스나무치과의원,1
광산구 신가동,치과의원,믿음치과의원,1
광산구 월계동,치과의원,첨단치과의원,1
광산구 월계동,치과의원,첨단노블치과의원,1
광산구 산월동,치과의원,임광호치과의원,1
광산구 신창동,치과의원,굿모닝치과의원,1
광산구 신창동,치과의원,진부부치과의원,1
광산구 신창동,치과의원,미소담치과의원,1
광산구 신창동,치과의원,신화치과의원,1
광산구 신창동,치과의원,우리가족치과의원,1
광산구 신창동,치과의원,행복치과의원,1
광산구 월계동,치과의원,올바른치과교정과치과의원,1
광산구 월계동,치과의원,명인치과의원,1
광산구 월계동,치과의원,청치과의원,1
광산구 우산동,치과의원,호치과의원,1
광산구 월계동,치과의원,두산치과의원,1
광산구 월계동,치과의원,하나아동치과의원,1
광산구 소촌동,치과의원,미사랑치과의원,1
광산구 산월동,치과의원,21세기치과의원,1
광산구 월계동,치과의원,이선희치과의원,1
광산구 월계동,치과의원,첨단퍼스트치과의원,1
광산구 월곡동,치과의원,행복한부부치과의원,1
광산구 월곡동,치과의원,e푸른치과의원,1
광산구 월곡동,치과의원,편한세상치과의원,1
광산구 쌍암동,치과의원,뉴욕미래치과의원,1
광산구 운남동,치과의원,그린치과의원,1
광산구 신가동,치과의원,신가치과의원,1
광산구 운남동,치과의원,해바라기치과의원,1
광산구 운남동,치과의원,인사랑치과의원,1
광산구 운남동,치과의원,즐거운치과의원,1
광산구 운남동,치과의원,웅치과의원,1
광산구 신가동,치과의원,2080치과의원,1
광산구 월곡동,치과의원,연합치과의원,1
광산구 월곡동,치과의원,하남치과의원,1
광산구 쌍암동,치과의원,김용일치과의원,1
광산구 운남동,치과의원,수치과의원,1
광산구 장덕동,치과의원,인플란트치과의원,1
광산구 월계동,치과의원,첨단최치과의원,1
광산구 우산동,치과의원,정무강치과의원,1
광산구 송정동,치과의원,다솜치과의원,1
광산구 송정동,치과의원,정성국치과의원,1
광산구 월계동,치과의원,재민치과의원,1
광산구 월곡동,치과의원,건강치과의원,1
광산구 운남동,치과의원,푸른부부치과의원,1
광산구 도산동,치과의원,박형근치과의원,1
광산구 송정동,치과의원,송정치과의원,1
광산구 운남동,치과의원,최수진치과의원,1
광산구 월계동,치과의원,선치과의원,1
광산구 비아동,치과의원,제일치과의원,1
광산구 송정동,치과의원,송정부부치과의원,1
광산구 장덕동,치과의원,김근영치과의원,1
광산구 월곡동,치과의원,한강부부치과의원,1
광산구 우산동,치과의원,위민치과의원,1
광산구 우산동,치과의원,대덕치과의원,1
광산구 운남동,치과의원,박정렬치과의원,1
광산구 우산동,치과의원,겨레치과의원,1
광산구 송정동,치과의원,김정선치과의원,1
광산구 송정동,치과의원,곽종하치과의원,1
광산구 송정동,치과의원,호산치과의원,1
광산구 송정동,치과의원,이기영치과의원,1
동구 계림동,한방병원,소명한방병원,1
동구 산수동,한방병원,두암한방병원,1
동구 동명동,한방병원,더조은한방병원,1
동구 호남동,한방병원,호남한방병원,1
동구 산수동,한방병원,경희궁한방병원,1
동구 계림동,한방병원,예향한방병원,1
동구 학동,한방병원,천지인한방병원,1
서구 쌍촌동,한방병원,운천한방병원,1
서구 화정동,한방병원,서우한방병원,1
서구 치평동,한방병원,정양한방병원,1
서구 화정동,한방병원,서원한방병원,1
서구 치평동,한방병원,민 한방병원,1
서구 치평동,한방병원,라인한방병원,1
서구 광천동,한방병원,바른한방병원,1
서구 쌍촌동,한방병원,푸른 한방병원,1
서구 풍암동,한방병원,로뎀한방병원,1
서구 치평동,한방병원,광주자생한방병원,1
서구 농성동,한방병원,교원한방병원,1
서구 금호동,한방병원,베스트한방병원,1
서구 치평동,한방병원,엠케이한방병원,1
서구 금호동,한방병원,대웅당한방병원,1
서구 화정동,한방병원,경희수한방병원,1
서구 치평동,한방병원,청연한방병원,1
남구 봉선동,한방병원,연수탑한방병원,1
남구 주월동,한방병원,순한방병원,1
남구 진월동,한방병원,대동한방병원,1
남구 월산동,한방병원,우리한방병원,1
남구 주월동,한방병원,중앙생한방병원,1
남구 봉선동,한방병원,봉선한방병원,1
남구 진월동,한방병원,한마음 한방병원,1
남구 봉선동,한방병원,자담한방병원,1
남구 월산동,한방병원,영주한방병원,1
남구 서동,한방병원,사직한방병원,1
남구 주월동,한방병원,주월한방병원,1
남구 백운동,한방병원,동아한방병원,1
남구 봉선동,한방병원,영신한방병원,1
남구 월산동,한방병원,동신대학교광주한방병원,1
남구 주월동,한방병원,원광대학교광주한방병원,1
북구 각화동,한방병원,온한방병원,1
북구 우산동,한방병원,말바우한방병원,1
북구 용봉동,한방병원,더셀한방병원,1
북구 중흥동,한방병원,대산한방병원,1
북구 신안동,한방병원,정한방병원,1
북구 신용동,한방병원,경희삼성한방병원,1
북구 운암동,한방병원,만강한방병원,1
북구 양산동,한방병원,자향한방병원,1
북구 신용동,한방병원,휴한방병원,1
북구 두암동,한방병원,홍인한방병원,1
북구 매곡동,한방병원,메디웰한방병원,1
북구 운암동,한방병원,이현한방병원,1
북구 운암동,한방병원,두드림한방병원,1
북구 오치동,한방병원,천수당한방병원,1
북구 오치동,한방병원,은행나무한방병원,1
북구 신안동,한방병원,종로한방병원,1
북구 동림동,한방병원,올림픽한방병원,1
북구 용두동,한방병원,세정한방병원,1
북구 본촌동,한방병원,장원한방병원,1
북구 용봉동,한방병원,올다몸과맘한방병원,1
북구 운암동,한방병원,금강한방병원,1
북구 신용동,한방병원,제이한방병원,1
북구 문흥동,한방병원,신한방병원,1
북구 일곡동,한방병원,약손한방병원,1
북구 운암동,한방병원,새우리한방병원,1
북구 신용동,한방병원,배가한방병원,1
북구 매곡동,한방병원,세종한방병원,1
북구 삼각동,한방병원,다나한방병원,1
북구 운암동,한방병원,운암한방병원,1
북구 용봉동,한방병원,리더스용봉한방병원,1
광산구 장덕동,한방병원,한양한방병원,1
광산구 쌍암동,한방병원,첨단유진한방병원,1
광산구 운남동,한방병원,한마음한방병원,1
광산구 송정동,한방병원,참사랑한방병원,1
광산구 우산동,한방병원,우산한방병원,1
광산구 도산동,한방병원,편안손한방병원,1
광산구 우산동,한방병원,하남한방병원,1
광산구 장덕동,한방병원,수서한방병원,1
광산구 쌍암동,한방병원,예인한방병원,1
광산구 쌍암동,한방병원,다솜한방병원,1
광산구 우산동,한방병원,참조은한방병원,1
광산구 송정동,한방병원,광산한방병원,1
광산구 신창동,한방병원,더웰한방병원,1
광산구 장덕동,한방병원,광주세계로한방병원,1
광산구 월계동,한방병원,우리수한방병원,1
광산구 장덕동,한방병원,수완청연한방병원,1
광산구 수완동,한방병원,신통한방병원,1
광산구 쌍암동,한방병원,첨단한방병원,1
광산구 월곡동,한방병원,자연그린한방병원,1
동구 계림동,한의원,온한의원,1
동구 계림동,한의원,일등한의원,1
동구 운림동,한의원,신선한의원,1
동구 학동,한의원,우리한의원,1
동구 학동,한의원,약손한의원,1
동구 소태동,한의원,모란한의원,1
동구 대인동,한의원,천원당한의원,1
동구 소태동,한의원,참한의원,1
동구 동명동,한의원,경희한의원,1
동구 산수동,한의원,산수한의원,1
동구 학동,한의원,수한의원,1
동구 대인동,한의원,코숨샘물한의원,1
동구 호남동,한의원,동제한의원,1
동구 학동,한의원,이연한의원,1
동구 장동,한의원,신통한의원,1
동구 학동,한의원,록원한의원,1
동구 산수동,한의원,제인한의원,1
동구 지산동,한의원,미소필한의원,1
동구 학동,한의원,동서한의원,1
동구 소태동,한의원,고려한의원,1
동구 계림동,한의원,원광한의원,1
동구 지산동,한의원,명성한의원,1
동구 산수동,한의원,강한의원,1
동구 대인동,한의원,북경당한의원,1
동구 학동,한의원,남광주한의원,1
동구 장동,한의원,민한의원,1
동구 대인동,한의원,고인문한의원,1
동구 금남로4가,한의원,장한의원,1
동구 학동,한의원,광제한의원,1
동구 동명동,한의원,감초한의원,1
동구 계림동,한의원,광명당한의원,1
동구 장동,한의원,중화한의원,1
서구 화정동,한의원,오름한의원,1
서구 농성동,한의원,소망한의원,1
서구 농성동,한의원,자연과한의원,1
서구 치평동,한의원,올바른한의원,1
서구 풍암동,한의원,정성치유한의원,1
서구 화정동,한의원,광주호연한의원,1
서구 치평동,한의원,천원당한의원,1
서구 양동,한의원,발산한의원,1
서구 농성동,한의원,마디척한의원 화정점,1
서구 화정동,한의원,바른한의원,1
서구 금호동,한의원,마디척한의원 금호점,1
서구 치평동,한의원,생기한의원,1
서구 금호동,한의원,동감한의원,1
서구 화정동,한의원,광덕힐한의원,1
서구 농성동,한의원,편안한몸한의원,1
서구 동천동,한의원,금손한의원,1
서구 치평동,한의원,한음한방신경정신과 한의원,1
서구 치평동,한의원,창명당한의원,1
서구 화정동,한의원,참조은한의원,1
서구 농성동,한의원,아이누리한의원,1
서구 동천동,한의원,밝은한의원,1
서구 광천동,한의원,이지스한의원,1
서구 화정동,한의원,보명한의원,1
서구 화정동,한의원,화정한의원,1
서구 금호동,한의원,민한의원,1
서구 치평동,한의원,프리허그한의원,1
서구 농성동,한의원,하늘마음한의원,1
서구 농성동,한의원,해율한의원,1
서구 농성동,한의원,화접몽한의원,1
서구 쌍촌동,한의원,천연본미소한의원,1
서구 풍암동,한의원,나비한의원,1
서구 화정동,한의원,광후당한의원,1
서구 치평동,한의원,발머스한의원,1
서구 금호동,한의원,경희단비한의원,1
서구 치평동,한의원,아름다운한의원,1
서구 광천동,한의원,튼튼마디한의원,1
서구 풍암동,한의원,다정한의원,1
서구 광천동,한의원,규림한의원,1
서구 화정동,한의원,참맥한의원,1
서구 금호동,한의원,금호한의원,1
서구 풍암동,한의원,참좋은 한의원,1
서구 금호동,한의원,해람한의원,1
서구 농성동,한의원,후한의원,1
서구 화정동,한의원,백두한의원,1
서구 풍암동,한의원,명성한의원,1
서구 치평동,한의원,일맥한의원,1
서구 쌍촌동,한의원,규리한의원,1
서구 화정동,한의원,중앙한의원,1
서구 치평동,한의원,아침햇살한의원,1
서구 치평동,한의원,미담한의원,1
서구 내방동,한의원,(의료법인)아주의료재단 기아아주한의원,1
서구 농성동,한의원,함소아한의원,1
서구 금호동,한의원,연세한의원,1
서구 쌍촌동,한의원,명제한의원,1
서구 광천동,한의원,미소담은한의원,1
서구 금호동,한의원,도원아이한의원,1
서구 쌍촌동,한의원,소생한의원,1
서구 양동,한의원,양동한의원,1
서구 풍암동,한의원,한기석한의원,1
서구 금호동,한의원,아토마음한의원,1
서구 유촌동,한의원,약손한의원,1
서구 치평동,한의원,현대한의원,1
서구 치평동,한의원,상무한의원,1
서구 풍암동,한의원,풍암한의원,1
서구 쌍촌동,한의원,금당한의원,1
서구 치평동,한의원,동인당한의원,1
서구 화정동,한의원,미래한의원,1
서구 쌍촌동,한의원,박진우한의원,1
서구 치평동,한의원,제세한의원,1
서구 농성동,한의원,보성한의원,1
서구 화정동,한의원,홍한의원,1
서구 유촌동,한의원,인성한의원,1
서구 광천동,한의원,동아한의원,1
서구 화정동,한의원,우리한의원,1
서구 치평동,한의원,상아한의원,1
서구 쌍촌동,한의원,동광한의원,1
서구 화정동,한의원,청담한의원,1
서구 화정동,한의원,이건업한의원,1
서구 화정동,한의원,경희한의원,1
남구 주월동,한의원,화목한휴일한의원,1
남구 백운동,한의원,민들레한의원,1
남구 월산동,한의원,은산한의원,1
남구 봉선동,한의원,참좋은부부한의원,1
남구 임암동,한의원,금손약손한의원,1
남구 봉선동,한의원,지본한의원,1
남구 임암동,한의원,365마디척한의원,1
남구 봉선동,한의원,새몸한의원,1
남구 봉선동,한의원,나음한의원,1
남구 월산동,한의원,서울한의원,1
남구 월산동,한의원,약샘한의원,1
남구 양림동,한의원,길한의원,1
남구 봉선동,한의원,김연우한의원,1
남구 월산동,한의원,금강한의원,1
남구 봉선동,한의원,봉선금강한의원,1
남구 주월동,한의원,선재편한몸한의원,1
남구 봉선동,한의원,소문한의원,1
남구 행암동,한의원,효천부부한의원,1
남구 봉선동,한의원,으뜸한의원,1
남구 서동,한의원,정수한의원,1
남구 월산동,한의원,이승재한의원,1
남구 백운동,한의원,장한의원,1
남구 백운동,한의원,참조은한의원,1
남구 진월동,한의원,목우한의원,1
남구 방림동,한의원,정원한의원,1
남구 노대동,한의원,미소그린한의원,1
남구 방림동,한의원,온사랑한의원,1
남구 진월동,한의원,용한의원,1
남구 지석동,한의원,김석제세한의원,1
남구 봉선동,한의원,대성한의원,1
남구 봉선동,한의원,전갑술한의원,1
남구 진월동,한의원,효민한의원,1
남구 진월동,한의원,밝은마음한의원,1
남구 진월동,한의원,광명한의원,1
남구 진월동,한의원,금당한의원,1
남구 월산동,한의원,이충주한의원,1
남구 봉선동,한의원,용인한의원,1
남구 서동,한의원,김성욱한의원,1
남구 백운동,한의원,연세한의원,1
남구 봉선동,한의원,한빛한의원,1
남구 봉선동,한의원,문석재한의원,1
남구 진월동,한의원,백두한의원,1
남구 진월동,한의원,김연도한의원,1
남구 봉선동,한의원,삼성한의원,1
남구 주월동,한의원,최현한의원,1
남구 진월동,한의원,보광한의원,1
남구 월산동,한의원,김혁한의원,1
북구 풍향동,한의원,8맥한의원,1
북구 운암동,한의원,운암제일한의원,1
북구 일곡동,한의원,황제한의원,1
북구 양산동,한의원,두손한의원,1
북구 용두동,한의원,위드유한의원,1
북구 양산동,한의원,봄애그린한의원,1
북구 오치동,한의원,신통한의원,1
북구 중흥동,한의원,더준한의원,1
북구 신용동,한의원,준한의원,1
북구 운암동,한의원,마디척한의원운암점,1
북구 신용동,한의원,지음한의원,1
북구 문흥동,한의원,팔팔힘찬한의원,1
북구 용봉동,한의원,휴드림한의원,1
북구 오치동,한의원,강남한의원,1
북구 우산동,한의원,온유한의원,1
북구 양산동,한의원,연제한의원,1
북구 운암동,한의원,선재한의원,1
북구 오치동,한의원,천지한의원,1
북구 양산동,한의원,원광한의원,1
북구 용봉동,한의원,도란도란한의원,1
북구 신용동,한의원,경희본(本)한의원,1
북구 일곡동,한의원,다드림한의원,1
북구 매곡동,한의원,청춘한의원,1
북구 매곡동,한의원,마디척한의원,1
북구 신용동,한의원,자연한의원,1
북구 중흥동,한의원,다담한의원,1
북구 문흥동,한의원,평강한의원,1
북구 우산동,한의원,에덴한의원,1
북구 용봉동,한의원,제마한의원,1
북구 각화동,한의원,침사랑 한의원,1
북구 매곡동,한의원,금호튼튼한의원,1
북구 유동,한의원,행복한 한의원,1
북구 두암동,한의원,청담한의원,1
북구 일곡동,한의원,수한의원,1
북구 동림동,한의원,동림정수한의원,1
북구 두암동,한의원,명가한의원,1
북구 두암동,한의원,제생한의원,1
북구 우산동,한의원,류성룡경희한의원,1
북구 문흥동,한의원,세명한의원,1
북구 두암동,한의원,말바우한의원,1
북구 운암동,한의원,소청한의원,1
북구 두암동,한의원,두암한의원,1
북구 용봉동,한의원,사상한의원,1
북구 중흥동,한의원,지성한의원,1
북구 양산동,한의원,원광맥한의원,1
북구 문흥동,한의원,인덕한의원,1
북구 운암동,한의원,토담한의원,1
북구 운암동,한의원,운암경희한의원,1
북구 두암동,한의원,다산한의원,1
북구 두암동,한의원,코비한의원,1
북구 양산동,한의원,참미르한의원,1
북구 매곡동,한의원,경희한의원,1
북구 우산동,한의원,소생한의원,1
북구 매곡동,한의원,맑은샘한의원,1
북구 용봉동,한의원,우리들한의원,1
북구 오치동,한의원,남경한의원,1
북구 용두동,한의원,최회강한의원,1
북구 우산동,한의원,의성한의원,1
북구 우산동,한의원,김요한한의원,1
북구 일곡동,한의원,동인한의원,1
북구 우산동,한의원,구침가한의원,1
북구 문흥동,한의원,우리한의원,1
북구 일곡동,한의원,명인한의원,1
북구 운암동,한의원,쿨한의원,1
북구 두암동,한의원,장수한의원,1
북구 문흥동,한의원,경희가인한의원,1
북구 오치동,한의원,홍익한의원,1
북구 신안동,한의원,조은한의원,1
북구 문흥동,한의원,김현중한의원,1
북구 문흥동,한의원,문성진한의원,1
북구 운암동,한의원,십장생한의원,1
북구 동림동,한의원,강영구한의원,1
북구 문흥동,한의원,흥성한의원,1
북구 일곡동,한의원,조선한의원,1
북구 풍향동,한의원,김성훈한의원,1
북구 용두동,한의원,으뜸한의원,1
북구 양산동,한의원,양산한의원,1
북구 두암동,한의원,방백한의원,1
북구 운암동,한의원,광동한의원,1
북구 오치동,한의원,오치부부한의원,1
북구 오치동,한의원,임광모한의원,1
북구 운암동,한의원,서대선한의원,1
북구 운암동,한의원,인제한의원,1
광산구 수완동,한의원,한음한방신경정신과한의원,1
광산구 운남동,한의원,경희율한의원,1
광산구 신가동,한의원,금호튼튼한의원,1
광산구 선암동,한의원,참빛한의원,1
광산구 우산동,한의원,튼튼한의원,1
광산구 비아동,한의원,섬김한의원,1
광산구 옥동,한의원,평동한의원,1
광산구 운남동,한의원,육층한의원,1
광산구 장덕동,한의원,다통한의원,1
광산구 월계동,한의원,대화한의원,1
광산구 수완동,한의원,마디척한의원,1
광산구 수완동,한의원,안아픈세상한의원,1
광산구 장덕동,한의원,생동한의원,1
광산구 신창동,한의원,혜인한의원,1
광산구 수완동,한의원,안심한의원,1
광산구 월계동,한의원,수한의원,1
광산구 송정동,한의원,천수당한의원,1
광산구 운남동,한의원,운남경희한의원,1
광산구 수완동,한의원,단비한의원,1
광산구 수완동,한의원,수완함소아한의원,1
광산구 송정동,한의원,구침가한의원,1
광산구 수완동,한의원,수완푸른산한의원,1
광산구 송정동,한의원,용 한의원,1
광산구 월계동,한의원,미소한의원,1
광산구 월계동,한의원,광주경희한의원,1
광산구 산정동,한의원,송 한의원,1
광산구 신창동,한의원,임승일한의원,1
광산구 산정동,한의원,하남부부한의원,1
광산구 월곡동,한의원,월곡청담한의원,1
광산구 신가동,한의원,소나무한의원,1
광산구 장덕동,한의원,성덕한의원,1
광산구 신창동,한의원,명성한의원,1
광산구 월계동,한의원,경희한의원,1
광산구 운남동,한의원,튼튼기쁨한의원,1
광산구 송정동,한의원,백제한의원,1
광산구 송정동,한의원,원광부부한의원,1
광산구 수완동,한의원,느티나무한의원,1
광산구 비아동,한의원,원광정진 한의원,1
광산구 월계동,한의원,360경락한의원,1
광산구 우산동,한의원,원광한의원,1
광산구 송정동,한의원,송정경희한의원,1
광산구 신창동,한의원,푸른숲한의원,1
광산구 도산동,한의원,우리가족한의원,1
광산구 월계동,한의원,비전한의원,1
광산구 우산동,한의원,사과나무한의원,1
광산구 운남동,한의원,한창한의원,1
광산구 신창동,한의원,신창생한의원,1
광산구 신창동,한의원,세림한의원,1
광산구 우산동,한의원,인성한의원,1
광산구 우산동,한의원,참사랑한의원,1
광산구 월계동,한의원,천경호한의원,1
광산구 신가동,한의원,청담한의원,1
광산구 운남동,한의원,운남한의원,1
광산구 월계동,한의원,회통한의원,1
광산구 월곡동,한의원,평강한의원,1
광산구 운남동,한의원,대건한의원,1
광산구 운남동,한의원,자연한의원,1
광산구 쌍암동,한의원,햇살한의원,1
광산구 운남동,한의원,옥윤영한의원,1
광산구 신가동,한의원,정원한의원,1
광산구 신가동,한의원,동서이한의원,1
광산구 송정동,한의원,삼대 최한의원,1
광산구 우산동,한의원,바른한의원,1
광산구 송정동,한의원,위석부부한의원,1
광산구 월계동,한의원,동인한의원,1
광산구 비아동,한의원,비아한의원,1
광산구 월계동,한의원,장생한의원,1
광산구 월곡동,한의원,연제당한의원,1
광산구 선암동,한의원,명동한의원,1
